umur_alat,jam_operasional,kondisi_terakhir,jumlah_perbaikan,lokasi_operasi,jenis_alat,label_risiko
17,2138,Rusak,6,Risiko Tinggi,Crane,Risiko Tinggi
16,3708,Rusak,3,Risiko Rendah,Motor Grader,Risiko Tinggi
22,6389,Dalam Perbaikan,1,Risiko Rendah,Backhoe Loader,Risiko Tinggi
21,3682,Rusak,5,Risiko Sedang,Backhoe Loader,Risiko Tinggi
9,2935,Baik,7,Risiko Sedang,Wheel Loader,Risiko Rendah
18,6983,Baik,1,Risiko Rendah,Compactor,Risiko Tinggi
0,5772,Dalam Perbaikan,9,Risiko Rendah,Motor Grader,Risiko Tinggi
0,7017,Rusak,2,Risiko Rendah,Motor Grader,Risiko Tinggi
15,3246,Dalam Perbaikan,0,Risiko Tinggi,Compactor,Risiko Tinggi
18,6718,Baik,0,Risiko Sedang,Wheel Loader,Risiko Tinggi
9,6128,Dalam Perbaikan,3,Risiko Rendah,Wheel Loader,Risiko Tinggi
23,6585,Baik,1,Risiko Rendah,Excavator,Risiko Tinggi
0,6397,Baik,2,Risiko Rendah,Forklift,Risiko Tinggi
15,5622,Dalam Perbaikan,10,Risiko Rendah,Lainnya,Risiko Tinggi
8,2120,Baik,0,Risiko Rendah,Motor Grader,Risiko Rendah
6,3632,Baik,1,Risiko Sedang,Backhoe Loader,Risiko Rendah
25,7719,Rusak,0,Risiko Rendah,Lainnya,Risiko Tinggi
13,6731,Dalam Perbaikan,6,Risiko Sedang,Excavator,Risiko Tinggi
14,5596,Rusak,2,Risiko Sedang,Motor Grader,Risiko Tinggi
21,2252,Rusak,7,Risiko Rendah,Excavator,Risiko Tinggi
7,5072,Dalam Perbaikan,3,Risiko Tinggi,Compactor,Risiko Tinggi
11,3375,Dalam Perbaikan,7,Risiko Rendah,Backhoe Loader,Risiko Sedang
18,3137,Baik,6,Risiko Rendah,Dump Truck,Risiko Tinggi
19,5167,Dalam Perbaikan,0,Risiko Sedang,Crane,Risiko Tinggi
11,4460,Rusak,5,Risiko Tinggi,Dump Truck,Risiko Sedang
16,3181,Rusak,2,Risiko Rendah,Crane,Risiko Tinggi
7,1794,Baik,4,Risiko Rendah,Wheel Loader,Risiko Rendah
10,2928,Dalam Perbaikan,3,Risiko Rendah,Backhoe Loader,Risiko Rendah
19,5381,Baik,4,Risiko Tinggi,Excavator,Risiko Tinggi
2,7764,Baik,9,Risiko Sedang,Crane,Risiko Tinggi
0,6924,Baik,2,Risiko Rendah,Lainnya,Risiko Tinggi
16,6604,Dalam Perbaikan,5,Risiko Tinggi,Excavator,Risiko Tinggi
4,5738,Rusak,9,Risiko Tinggi,Bulldozer,Risiko Tinggi
8,7769,Baik,7,Risiko Tinggi,Compactor,Risiko Tinggi
21,4017,Baik,1,Risiko Rendah,Motor Grader,Risiko Tinggi
7,1792,Baik,8,Risiko Sedang,Excavator,Risiko Rendah
16,7519,Dalam Perbaikan,3,Risiko Rendah,Crane,Risiko Tinggi
4,1453,Rusak,0,Risiko Rendah,Bulldozer,Risiko Rendah
8,5772,Baik,1,Risiko Tinggi,Crane,Risiko Tinggi
24,3060,Dalam Perbaikan,10,Risiko Sedang,Lainnya,Risiko Tinggi
23,2757,Rusak,5,Risiko Rendah,Bulldozer,Risiko Tinggi
3,7771,Rusak,10,Risiko Sedang,Crane,Risiko Tinggi
21,5793,Dalam Perbaikan,9,Risiko Sedang,Motor Grader,Risiko Tinggi
5,4824,Baik,6,Risiko Sedang,Compactor,Risiko Rendah
22,1455,Dalam Perbaikan,0,Risiko Tinggi,Lainnya,Risiko Tinggi
14,6969,Dalam Perbaikan,0,Risiko Rendah,Lainnya,Risiko Tinggi
16,7545,Dalam Perbaikan,3,Risiko Tinggi,Lainnya,Risiko Tinggi
23,7673,Rusak,2,Risiko Sedang,Backhoe Loader,Risiko Tinggi
19,2841,Rusak,2,Risiko Tinggi,Backhoe Loader,Risiko Tinggi
0,5807,Dalam Perbaikan,10,Risiko Tinggi,Crane,Risiko Tinggi
12,93,Rusak,3,Risiko Rendah,Backhoe Loader,Risiko Sedang
15,2102,Baik,0,Risiko Rendah,Forklift,Risiko Tinggi
12,6001,Rusak,2,Risiko Sedang,Wheel Loader,Risiko Tinggi
14,2877,Dalam Perbaikan,6,Risiko Rendah,Wheel Loader,Risiko Tinggi
1,7078,Dalam Perbaikan,10,Risiko Tinggi,Motor Grader,Risiko Tinggi
21,3696,Baik,0,Risiko Sedang,Excavator,Risiko Tinggi
16,2139,Baik,1,Risiko Sedang,Bulldozer,Risiko Tinggi
14,1318,Dalam Perbaikan,1,Risiko Tinggi,Backhoe Loader,Risiko Tinggi
16,4866,Dalam Perbaikan,7,Risiko Tinggi,Excavator,Risiko Tinggi
13,7720,Dalam Perbaikan,2,Risiko Tinggi,Forklift,Risiko Tinggi
21,438,Baik,5,Risiko Rendah,Motor Grader,Risiko Tinggi
13,5711,Dalam Perbaikan,8,Risiko Sedang,Compactor,Risiko Tinggi
17,1945,Baik,0,Risiko Sedang,Lainnya,Risiko Tinggi
9,6880,Rusak,2,Risiko Rendah,Crane,Risiko Tinggi
26,3502,Baik,4,Risiko Tinggi,Lainnya,Risiko Tinggi
11,1635,Baik,0,Risiko Rendah,Bulldozer,Risiko Rendah
6,2390,Baik,7,Risiko Rendah,Compactor,Risiko Rendah
1,3256,Rusak,7,Risiko Tinggi,Compactor,Risiko Sedang
24,5258,Dalam Perbaikan,6,Risiko Rendah,Crane,Risiko Tinggi
14,3026,Baik,7,Risiko Rendah,Compactor,Risiko Tinggi
12,3809,Rusak,3,Risiko Sedang,Lainnya,Risiko Sedang
25,1238,Dalam Perbaikan,10,Risiko Rendah,Backhoe Loader,Risiko Tinggi
5,2816,Dalam Perbaikan,6,Risiko Tinggi,Motor Grader,Risiko Rendah
9,499,Rusak,8,Risiko Sedang,Dump Truck,Risiko Sedang
5,7101,Rusak,9,Risiko Rendah,Wheel Loader,Risiko Tinggi
17,646,Rusak,0,Risiko Tinggi,Lainnya,Risiko Tinggi
10,6557,Dalam Perbaikan,10,Risiko Tinggi,Bulldozer,Risiko Tinggi
23,7776,Rusak,2,Risiko Rendah,Motor Grader,Risiko Tinggi
1,1578,Baik,0,Risiko Sedang,Backhoe Loader,Risiko Rendah
5,3566,Baik,10,Risiko Rendah,Lainnya,Risiko Rendah
18,2619,Dalam Perbaikan,1,Risiko Rendah,Forklift,Risiko Tinggi
9,3255,Dalam Perbaikan,5,Risiko Sedang,Dump Truck,Risiko Sedang
12,7513,Baik,9,Risiko Tinggi,Dump Truck,Risiko Tinggi
1,3437,Baik,6,Risiko Rendah,Bulldozer,Risiko Rendah
8,4816,Dalam Perbaikan,1,Risiko Rendah,Lainnya,Risiko Sedang
2,827,Rusak,8,Risiko Sedang,Forklift,Risiko Sedang
18,3137,Dalam Perbaikan,7,Risiko Tinggi,Lainnya,Risiko Tinggi
11,306,Baik,4,Risiko Sedang,Bulldozer,Risiko Rendah
7,4986,Dalam Perbaikan,6,Risiko Rendah,Forklift,Risiko Rendah
16,5656,Baik,0,Risiko Tinggi,Wheel Loader,Risiko Tinggi
18,7348,Rusak,0,Risiko Sedang,Compactor,Risiko Tinggi
17,2296,Rusak,10,Risiko Rendah,Motor Grader,Risiko Tinggi
22,2461,Dalam Perbaikan,7,Risiko Sedang,Compactor,Risiko Tinggi
3,3414,Dalam Perbaikan,10,Risiko Rendah,Motor Grader,Risiko Sedang
12,1731,Rusak,7,Risiko Tinggi,Crane,Risiko Sedang
0,460,Dalam Perbaikan,2,Risiko Rendah,Compactor,Risiko Rendah
4,4151,Rusak,2,Risiko Tinggi,Lainnya,Risiko Sedang
26,1423,Baik,3,Risiko Rendah,Motor Grader,Risiko Tinggi
25,3739,Baik,5,Risiko Tinggi,Motor Grader,Risiko Tinggi
18,3017,Rusak,8,Risiko Sedang,Backhoe Loader,Risiko Tinggi
5,250,Baik,5,Risiko Sedang,Lainnya,Risiko Rendah
12,1454,Rusak,9,Risiko Tinggi,Crane,Risiko Sedang
15,1339,Rusak,1,Risiko Sedang,Excavator,Risiko Tinggi
14,406,Baik,9,Risiko Rendah,Motor Grader,Risiko Tinggi
6,1844,Dalam Perbaikan,3,Risiko Sedang,Forklift,Risiko Rendah
10,164,Dalam Perbaikan,0,Risiko Sedang,Bulldozer,Risiko Rendah
6,1418,Dalam Perbaikan,0,Risiko Rendah,Compactor,Risiko Rendah
7,6595,Rusak,10,Risiko Sedang,Forklift,Risiko Tinggi
14,6976,Rusak,7,Risiko Sedang,Motor Grader,Risiko Tinggi
12,2475,Dalam Perbaikan,8,Risiko Tinggi,Forklift,Risiko Sedang
8,838,Baik,8,Risiko Tinggi,Crane,Risiko Sedang
9,5303,Dalam Perbaikan,9,Risiko Sedang,Compactor,Risiko Tinggi
5,885,Rusak,1,Risiko Sedang,Compactor,Risiko Rendah
6,2663,Rusak,4,Risiko Tinggi,Compactor,Risiko Sedang
20,1228,Dalam Perbaikan,3,Risiko Rendah,Lainnya,Risiko Tinggi
14,5411,Rusak,10,Risiko Rendah,Excavator,Risiko Tinggi
6,4074,Rusak,4,Risiko Sedang,Forklift,Risiko Sedang
14,6035,Baik,9,Risiko Tinggi,Lainnya,Risiko Tinggi
0,1555,Rusak,3,Risiko Tinggi,Dump Truck,Risiko Sedang
6,6429,Rusak,10,Risiko Sedang,Dump Truck,Risiko Tinggi
17,6925,Baik,10,Risiko Tinggi,Bulldozer,Risiko Tinggi
17,799,Rusak,2,Risiko Tinggi,Compactor,Risiko Tinggi
3,6621,Dalam Perbaikan,2,Risiko Tinggi,Crane,Risiko Tinggi
6,731,Baik,5,Risiko Rendah,Compactor,Risiko Rendah
13,6456,Rusak,5,Risiko Sedang,Lainnya,Risiko Tinggi
17,3799,Baik,7,Risiko Rendah,Lainnya,Risiko Tinggi
8,7735,Dalam Perbaikan,1,Risiko Sedang,Motor Grader,Risiko Tinggi
10,981,Dalam Perbaikan,6,Risiko Tinggi,Compactor,Risiko Sedang
13,442,Baik,2,Risiko Rendah,Crane,Risiko Tinggi
13,4664,Rusak,2,Risiko Sedang,Bulldozer,Risiko Tinggi
2,662,Rusak,5,Risiko Tinggi,Bulldozer,Risiko Sedang
16,5197,Baik,0,Risiko Sedang,Compactor,Risiko Tinggi
20,6235,Baik,9,Risiko Rendah,Wheel Loader,Risiko Tinggi
1,6255,Baik,2,Risiko Tinggi,Forklift,Risiko Tinggi
6,3517,Rusak,6,Risiko Sedang,Forklift,Risiko Sedang
26,309,Dalam Perbaikan,3,Risiko Tinggi,Crane,Risiko Tinggi
26,7307,Rusak,8,Risiko Rendah,Excavator,Risiko Tinggi
5,33,Dalam Perbaikan,3,Risiko Rendah,Crane,Risiko Rendah
17,1056,Baik,6,Risiko Tinggi,Lainnya,Risiko Tinggi
17,1368,Baik,0,Risiko Sedang,Compactor,Risiko Tinggi
12,5962,Dalam Perbaikan,9,Risiko Tinggi,Crane,Risiko Tinggi
13,7274,Dalam Perbaikan,2,Risiko Sedang,Wheel Loader,Risiko Tinggi
15,6144,Baik,2,Risiko Sedang,Excavator,Risiko Tinggi
19,1837,Dalam Perbaikan,2,Risiko Rendah,Excavator,Risiko Tinggi
8,4133,Baik,1,Risiko Sedang,Excavator,Risiko Rendah
14,7180,Dalam Perbaikan,4,Risiko Tinggi,Lainnya,Risiko Tinggi
25,4865,Baik,10,Risiko Rendah,Excavator,Risiko Tinggi
25,5650,Baik,6,Risiko Sedang,Forklift,Risiko Tinggi
23,4483,Rusak,7,Risiko Tinggi,Bulldozer,Risiko Tinggi
20,5695,Dalam Perbaikan,10,Risiko Rendah,Compactor,Risiko Tinggi
13,5420,Baik,10,Risiko Tinggi,Compactor,Risiko Tinggi
7,4961,Dalam Perbaikan,2,Risiko Sedang,Backhoe Loader,Risiko Rendah
10,5888,Dalam Perbaikan,1,Risiko Sedang,Backhoe Loader,Risiko Tinggi
1,870,Rusak,3,Risiko Tinggi,Motor Grader,Risiko Sedang
2,2154,Dalam Perbaikan,3,Risiko Sedang,Forklift,Risiko Rendah
17,1313,Baik,8,Risiko Sedang,Motor Grader,Risiko Tinggi
4,7644,Rusak,5,Risiko Rendah,Excavator,Risiko Tinggi
26,5502,Baik,1,Risiko Tinggi,Wheel Loader,Risiko Tinggi
22,7777,Baik,8,Risiko Rendah,Backhoe Loader,Risiko Tinggi
18,5278,Baik,7,Risiko Sedang,Compactor,Risiko Tinggi
12,410,Baik,2,Risiko Rendah,Compactor,Risiko Rendah
15,6566,Dalam Perbaikan,5,Risiko Sedang,Backhoe Loader,Risiko Tinggi
23,6973,Baik,0,Risiko Rendah,Bulldozer,Risiko Tinggi
16,2928,Rusak,9,Risiko Sedang,Backhoe Loader,Risiko Tinggi
15,6676,Rusak,2,Risiko Rendah,Forklift,Risiko Tinggi
14,7883,Rusak,4,Risiko Sedang,Wheel Loader,Risiko Tinggi
1,3454,Dalam Perbaikan,2,Risiko Rendah,Bulldozer,Risiko Rendah
4,5950,Baik,2,Risiko Rendah,Forklift,Risiko Tinggi
8,3954,Dalam Perbaikan,10,Risiko Sedang,Bulldozer,Risiko Sedang
7,3110,Rusak,9,Risiko Rendah,Bulldozer,Risiko Sedang
11,7539,Rusak,1,Risiko Sedang,Wheel Loader,Risiko Tinggi
25,518,Rusak,10,Risiko Sedang,Excavator,Risiko Tinggi
4,7113,Dalam Perbaikan,8,Risiko Tinggi,Lainnya,Risiko Tinggi
3,4628,Baik,10,Risiko Sedang,Dump Truck,Risiko Rendah
10,5638,Dalam Perbaikan,9,Risiko Rendah,Forklift,Risiko Tinggi
5,5952,Baik,7,Risiko Sedang,Forklift,Risiko Tinggi
22,6873,Dalam Perbaikan,9,Risiko Rendah,Excavator,Risiko Tinggi
6,7654,Baik,8,Risiko Sedang,Wheel Loader,Risiko Tinggi
21,613,Rusak,5,Risiko Rendah,Crane,Risiko Tinggi
18,412,Dalam Perbaikan,3,Risiko Tinggi,Forklift,Risiko Tinggi
14,6693,Baik,1,Risiko Sedang,Wheel Loader,Risiko Tinggi
1,4694,Rusak,1,Risiko Sedang,Wheel Loader,Risiko Sedang
16,972,Rusak,10,Risiko Rendah,Backhoe Loader,Risiko Tinggi
14,3377,Baik,8,Risiko Tinggi,Excavator,Risiko Tinggi
0,744,Dalam Perbaikan,9,Risiko Tinggi,Compactor,Risiko Rendah
10,4606,Baik,10,Risiko Tinggi,Wheel Loader,Risiko Sedang
16,2976,Baik,3,Risiko Sedang,Crane,Risiko Tinggi
9,6286,Dalam Perbaikan,9,Risiko Sedang,Crane,Risiko Tinggi
4,3707,Baik,1,Risiko Tinggi,Motor Grader,Risiko Rendah
26,2796,Rusak,10,Risiko Sedang,Dump Truck,Risiko Tinggi
10,3062,Dalam Perbaikan,1,Risiko Rendah,Bulldozer,Risiko Sedang
11,1150,Dalam Perbaikan,6,Risiko Rendah,Compactor,Risiko Rendah
7,1604,Baik,1,Risiko Sedang,Motor Grader,Risiko Rendah
12,6754,Baik,5,Risiko Rendah,Forklift,Risiko Tinggi
25,7590,Dalam Perbaikan,10,Risiko Tinggi,Backhoe Loader,Risiko Tinggi
2,7305,Rusak,7,Risiko Tinggi,Lainnya,Risiko Tinggi
10,1102,Rusak,0,Risiko Tinggi,Excavator,Risiko Sedang
9,7662,Rusak,9,Risiko Sedang,Dump Truck,Risiko Tinggi
2,7546,Baik,9,Risiko Rendah,Bulldozer,Risiko Tinggi
23,3173,Dalam Perbaikan,9,Risiko Tinggi,Crane,Risiko Tinggi
10,7220,Rusak,6,Risiko Tinggi,Motor Grader,Risiko Tinggi
18,3259,Rusak,4,Risiko Sedang,Bulldozer,Risiko Tinggi
22,3381,Dalam Perbaikan,8,Risiko Sedang,Dump Truck,Risiko Tinggi
16,5831,Dalam Perbaikan,8,Risiko Tinggi,Motor Grader,Risiko Tinggi
20,1717,Dalam Perbaikan,4,Risiko Tinggi,Crane,Risiko Tinggi
5,1086,Dalam Perbaikan,10,Risiko Rendah,Dump Truck,Risiko Rendah
9,5687,Dalam Perbaikan,5,Risiko Tinggi,Backhoe Loader,Risiko Tinggi
2,2885,Dalam Perbaikan,7,Risiko Tinggi,Lainnya,Risiko Rendah
5,5817,Rusak,10,Risiko Tinggi,Dump Truck,Risiko Tinggi
17,7188,Rusak,0,Risiko Tinggi,Backhoe Loader,Risiko Tinggi
26,3120,Baik,0,Risiko Tinggi,Excavator,Risiko Tinggi
20,2187,Baik,4,Risiko Tinggi,Compactor,Risiko Tinggi
22,6876,Baik,4,Risiko Rendah,Dump Truck,Risiko Tinggi
25,2938,Rusak,1,Risiko Tinggi,Dump Truck,Risiko Tinggi
19,6081,Dalam Perbaikan,8,Risiko Sedang,Motor Grader,Risiko Tinggi
10,6425,Dalam Perbaikan,4,Risiko Tinggi,Excavator,Risiko Tinggi
14,3174,Rusak,10,Risiko Sedang,Dump Truck,Risiko Tinggi
25,106,Dalam Perbaikan,4,Risiko Rendah,Lainnya,Risiko Tinggi
2,7048,Rusak,3,Risiko Tinggi,Crane,Risiko Tinggi
2,4820,Dalam Perbaikan,9,Risiko Rendah,Motor Grader,Risiko Sedang
17,3676,Baik,10,Risiko Rendah,Bulldozer,Risiko Tinggi
21,6021,Dalam Perbaikan,1,Risiko Sedang,Excavator,Risiko Tinggi
13,2286,Dalam Perbaikan,4,Risiko Rendah,Bulldozer,Risiko Tinggi
8,6930,Rusak,0,Risiko Sedang,Wheel Loader,Risiko Tinggi
4,7679,Baik,0,Risiko Rendah,Crane,Risiko Tinggi
7,416,Dalam Perbaikan,9,Risiko Tinggi,Compactor,Risiko Rendah
11,6470,Dalam Perbaikan,8,Risiko Sedang,Backhoe Loader,Risiko Tinggi
1,5797,Rusak,8,Risiko Rendah,Bulldozer,Risiko Tinggi
10,558,Dalam Perbaikan,2,Risiko Sedang,Dump Truck,Risiko Rendah
9,3304,Baik,5,Risiko Rendah,Motor Grader,Risiko Sedang
5,2718,Rusak,5,Risiko Sedang,Motor Grader,Risiko Rendah
2,5064,Dalam Perbaikan,7,Risiko Tinggi,Excavator,Risiko Tinggi
23,5479,Rusak,7,Risiko Rendah,Lainnya,Risiko Tinggi
7,1997,Baik,10,Risiko Sedang,Forklift,Risiko Rendah
1,7741,Baik,6,Risiko Sedang,Dump Truck,Risiko Tinggi
3,2316,Baik,8,Risiko Sedang,Dump Truck,Risiko Rendah
1,4167,Rusak,7,Risiko Rendah,Compactor,Risiko Sedang
6,1577,Rusak,8,Risiko Rendah,Backhoe Loader,Risiko Rendah
21,7959,Dalam Perbaikan,8,Risiko Rendah,Backhoe Loader,Risiko Tinggi
20,5491,Dalam Perbaikan,3,Risiko Tinggi,Forklift,Risiko Tinggi
0,851,Baik,8,Risiko Tinggi,Forklift,Risiko Rendah
6,6690,Baik,10,Risiko Rendah,Excavator,Risiko Tinggi
12,5872,Rusak,0,Risiko Rendah,Backhoe Loader,Risiko Tinggi
25,1458,Rusak,8,Risiko Rendah,Lainnya,Risiko Tinggi
0,1864,Rusak,6,Risiko Sedang,Wheel Loader,Risiko Rendah
6,3313,Rusak,5,Risiko Rendah,Forklift,Risiko Sedang
5,969,Dalam Perbaikan,0,Risiko Tinggi,Lainnya,Risiko Rendah
24,6192,Dalam Perbaikan,9,Risiko Rendah,Backhoe Loader,Risiko Tinggi
15,7602,Dalam Perbaikan,1,Risiko Sedang,Compactor,Risiko Tinggi
7,708,Rusak,7,Risiko Sedang,Forklift,Risiko Sedang
0,5412,Baik,7,Risiko Rendah,Dump Truck,Risiko Tinggi
19,1117,Dalam Perbaikan,6,Risiko Tinggi,Compactor,Risiko Tinggi
6,1180,Rusak,10,Risiko Tinggi,Crane,Risiko Sedang
26,4534,Dalam Perbaikan,2,Risiko Rendah,Excavator,Risiko Tinggi
26,4691,Dalam Perbaikan,6,Risiko Tinggi,Dump Truck,Risiko Tinggi
24,2496,Baik,5,Risiko Rendah,Forklift,Risiko Tinggi
6,6975,Dalam Perbaikan,2,Risiko Rendah,Bulldozer,Risiko Tinggi
19,5053,Rusak,3,Risiko Rendah,Bulldozer,Risiko Tinggi
5,6550,Dalam Perbaikan,0,Risiko Tinggi,Wheel Loader,Risiko Tinggi
6,4502,Baik,4,Risiko Tinggi,Backhoe Loader,Risiko Rendah
18,804,Baik,9,Risiko Sedang,Crane,Risiko Tinggi
15,1050,Dalam Perbaikan,10,Risiko Rendah,Backhoe Loader,Risiko Tinggi
17,5075,Baik,3,Risiko Sedang,Wheel Loader,Risiko Tinggi
12,2689,Dalam Perbaikan,10,Risiko Sedang,Lainnya,Risiko Sedang
22,4633,Dalam Perbaikan,5,Risiko Sedang,Forklift,Risiko Tinggi
21,39,Rusak,3,Risiko Rendah,Forklift,Risiko Tinggi
18,6882,Rusak,2,Risiko Tinggi,Crane,Risiko Tinggi
11,3791,Rusak,5,Risiko Sedang,Wheel Loader,Risiko Sedang
9,891,Baik,10,Risiko Tinggi,Backhoe Loader,Risiko Sedang
0,2298,Baik,8,Risiko Rendah,Compactor,Risiko Rendah
3,7260,Dalam Perbaikan,1,Risiko Tinggi,Backhoe Loader,Risiko Tinggi
26,6959,Dalam Perbaikan,10,Risiko Rendah,Lainnya,Risiko Tinggi
8,3318,Dalam Perbaikan,3,Risiko Rendah,Dump Truck,Risiko Sedang
18,4452,Dalam Perbaikan,7,Risiko Tinggi,Bulldozer,Risiko Tinggi
15,3215,Baik,9,Risiko Tinggi,Compactor,Risiko Tinggi
22,3806,Dalam Perbaikan,8,Risiko Rendah,Forklift,Risiko Tinggi
15,4113,Baik,10,Risiko Rendah,Lainnya,Risiko Tinggi
5,1358,Dalam Perbaikan,2,Risiko Sedang,Bulldozer,Risiko Rendah
21,4639,Dalam Perbaikan,10,Risiko Rendah,Wheel Loader,Risiko Tinggi
15,331,Baik,7,Risiko Rendah,Backhoe Loader,Risiko Tinggi
18,3026,Baik,0,Risiko Tinggi,Motor Grader,Risiko Tinggi
10,7436,Rusak,6,Risiko Sedang,Wheel Loader,Risiko Tinggi
25,326,Dalam Perbaikan,5,Risiko Rendah,Dump Truck,Risiko Tinggi
6,6796,Rusak,4,Risiko Tinggi,Dump Truck,Risiko Tinggi
8,1424,Rusak,10,Risiko Sedang,Crane,Risiko Sedang
8,5352,Baik,8,Risiko Sedang,Forklift,Risiko Tinggi
19,4230,Rusak,5,Risiko Sedang,Wheel Loader,Risiko Tinggi
1,3949,Dalam Perbaikan,0,Risiko Tinggi,Bulldozer,Risiko Sedang
12,1356,Baik,1,Risiko Tinggi,Compactor,Risiko Rendah
20,1230,Baik,2,Risiko Sedang,Lainnya,Risiko Tinggi
4,6692,Baik,10,Risiko Rendah,Forklift,Risiko Tinggi
1,2705,Dalam Perbaikan,1,Risiko Sedang,Wheel Loader,Risiko Rendah
11,1726,Dalam Perbaikan,2,Risiko Tinggi,Forklift,Risiko Rendah
26,1996,Baik,2,Risiko Tinggi,Lainnya,Risiko Tinggi
21,1103,Dalam Perbaikan,8,Risiko Rendah,Lainnya,Risiko Tinggi
22,458,Baik,4,Risiko Rendah,Dump Truck,Risiko Tinggi
14,4909,Dalam Perbaikan,10,Risiko Rendah,Compactor,Risiko Tinggi
24,1774,Rusak,9,Risiko Sedang,Wheel Loader,Risiko Tinggi
21,1797,Rusak,9,Risiko Rendah,Lainnya,Risiko Tinggi
0,6287,Baik,9,Risiko Tinggi,Dump Truck,Risiko Tinggi
18,1373,Dalam Perbaikan,10,Risiko Sedang,Wheel Loader,Risiko Tinggi
7,4838,Baik,3,Risiko Sedang,Forklift,Risiko Rendah
22,889,Baik,3,Risiko Tinggi,Dump Truck,Risiko Tinggi
5,3438,Baik,9,Risiko Rendah,Bulldozer,Risiko Rendah
11,7385,Dalam Perbaikan,9,Risiko Rendah,Dump Truck,Risiko Tinggi
10,6163,Baik,1,Risiko Sedang,Bulldozer,Risiko Tinggi
7,4417,Baik,10,Risiko Tinggi,Forklift,Risiko Sedang
10,3446,Rusak,0,Risiko Tinggi,Dump Truck,Risiko Sedang
13,1879,Rusak,6,Risiko Sedang,Lainnya,Risiko Tinggi
1,6073,Dalam Perbaikan,9,Risiko Rendah,Forklift,Risiko Tinggi
22,2085,Rusak,3,Risiko Rendah,Compactor,Risiko Tinggi
7,7182,Dalam Perbaikan,6,Risiko Sedang,Motor Grader,Risiko Tinggi
26,5809,Dalam Perbaikan,0,Risiko Tinggi,Dump Truck,Risiko Tinggi
23,4257,Baik,6,Risiko Tinggi,Motor Grader,Risiko Tinggi
4,6588,Rusak,6,Risiko Sedang,Backhoe Loader,Risiko Tinggi
22,3490,Dalam Perbaikan,9,Risiko Sedang,Compactor,Risiko Tinggi
9,3469,Dalam Perbaikan,5,Risiko Tinggi,Compactor,Risiko Sedang
5,3255,Baik,6,Risiko Tinggi,Dump Truck,Risiko Rendah
11,1464,Rusak,8,Risiko Tinggi,Wheel Loader,Risiko Sedang
18,2512,Dalam Perbaikan,5,Risiko Tinggi,Forklift,Risiko Tinggi
3,1131,Dalam Perbaikan,1,Risiko Tinggi,Motor Grader,Risiko Rendah
12,6415,Dalam Perbaikan,2,Risiko Rendah,Motor Grader,Risiko Tinggi
10,3281,Rusak,8,Risiko Tinggi,Excavator,Risiko Sedang
21,3187,Dalam Perbaikan,0,Risiko Rendah,Bulldozer,Risiko Tinggi
11,7584,Dalam Perbaikan,6,Risiko Rendah,Backhoe Loader,Risiko Tinggi
18,1816,Rusak,1,Risiko Tinggi,Excavator,Risiko Tinggi
3,3148,Rusak,9,Risiko Tinggi,Dump Truck,Risiko Sedang
17,5829,Dalam Perbaikan,0,Risiko Rendah,Wheel Loader,Risiko Tinggi
12,87,Baik,10,Risiko Tinggi,Compactor,Risiko Sedang
20,275,Dalam Perbaikan,8,Risiko Tinggi,Motor Grader,Risiko Tinggi
7,1388,Dalam Perbaikan,0,Risiko Sedang,Motor Grader,Risiko Rendah
6,2,Baik,1,Risiko Sedang,Forklift,Risiko Rendah
15,5485,Rusak,6,Risiko Tinggi,Motor Grader,Risiko Tinggi
10,125,Dalam Perbaikan,1,Risiko Rendah,Dump Truck,Risiko Rendah
17,5948,Dalam Perbaikan,9,Risiko Sedang,Crane,Risiko Tinggi
0,2265,Baik,9,Risiko Rendah,Wheel Loader,Risiko Rendah
14,4709,Baik,4,Risiko Rendah,Forklift,Risiko Tinggi
10,872,Dalam Perbaikan,1,Risiko Tinggi,Compactor,Risiko Rendah
16,7757,Baik,8,Risiko Sedang,Dump Truck,Risiko Tinggi
0,6499,Dalam Perbaikan,4,Risiko Tinggi,Wheel Loader,Risiko Tinggi
14,4613,Rusak,3,Risiko Sedang,Wheel Loader,Risiko Tinggi
5,3774,Dalam Perbaikan,0,Risiko Sedang,Backhoe Loader,Risiko Rendah
18,553,Rusak,10,Risiko Rendah,Motor Grader,Risiko Tinggi
1,2586,Rusak,5,Risiko Tinggi,Dump Truck,Risiko Sedang
26,5741,Rusak,3,Risiko Sedang,Backhoe Loader,Risiko Tinggi
14,5518,Dalam Perbaikan,5,Risiko Rendah,Dump Truck,Risiko Tinggi
21,3903,Rusak,5,Risiko Rendah,Lainnya,Risiko Tinggi
18,1497,Dalam Perbaikan,10,Risiko Rendah,Wheel Loader,Risiko Tinggi
3,1635,Baik,3,Risiko Sedang,Motor Grader,Risiko Rendah
19,1661,Baik,9,Risiko Sedang,Bulldozer,Risiko Tinggi
2,873,Baik,1,Risiko Tinggi,Wheel Loader,Risiko Rendah
7,54,Dalam Perbaikan,0,Risiko Sedang,Crane,Risiko Rendah
7,2583,Rusak,9,Risiko Sedang,Wheel Loader,Risiko Sedang
21,6260,Dalam Perbaikan,4,Risiko Sedang,Motor Grader,Risiko Tinggi
2,4724,Baik,0,Risiko Tinggi,Forklift,Risiko Rendah
11,7697,Dalam Perbaikan,0,Risiko Tinggi,Crane,Risiko Tinggi
